LKCT,CHOTEBOR,49.68583333,15.67611111
LKCR,CHRUDIM,49.93638889,15.78055556
LKPD,PARDUBICE,50.01345833,15.73857222
LKKUNE,KUNETICE,50.06889028,15.81322778
LKPRIM,HORNI PRIM,50.22944444,15.70361111
LKTRBH,TŘEBIHOŠŤ,50.43527778,15.69305556
LKTREB,TREBIC,49.19833333,15.90305556
LKSAZO,SAZOMIN,49.50861111,15.97111111
LKCHVO,CHVOJENEC,50.10861111,15.92722222
LKHK,HRADEC KRALOVE,50.25333333,15.84527778
LKJA,JAROMER,50.33138889,15.95388889
LKDK,DVUR KRALOVE,50.41416667,15.83694444
LKTRUT,TRUTNOV,50.5675,15.86527778
LSGC,LES EPLATURES,47.08416667,6.79333333
LSZJ,COURTELARY,47.183601,7.090833
LSZQ,BRESSAUCOURT,47.3925,7.02888889
LSZP,BIEL-KAPPELEN,47.089165,7.29
LSZY,PORRENTRUY,47.410553,7.051667
LSZG,GRENCHEN,47.18138889,7.41638889
LSPD,DITTINGEN "R",47.43861111,7.49138889
LSPL,LANGENTHAL,47.184998,7.741667
LSPO,OLTEN "R",47.34156,7.885084
LSZI,FRICKTAL-SCHUPFART,47.508888,7.95
LSPN,TRIENGEN,47.226662,8.078055
LSME,EMMEN,47.092369,8.305117
LSZO,LUZERN/BEROMÜNSTER,47.189991,8.204722
LSZU,BUTTWIL,47.264722,8.3025
LSZF,BIRRFELD,47.443604,8.233611
LSMA,ALPNACH,46.943889,8.284167
LSZN,HAUSEN AM ALBIS "R",47.238333,8.515556
LSZH,ZÜRICH KLOTEN,47.45805556,8.54805556
LSMD,DÜBENDORF,47.398644,8.648231
LSPF,SCHAFFHAUSEN,47.6917,8.5281
LSZK,SPECK-FEHRALTORF,47.376385,8.7575
LSPH,WINTERTHUR "R",47.515,8.77194444
LSPV,WANGEN-LACHEN,47.204723,8.8675
LSPW,WANGEN,47.21055556,8.87
LSZM,MOLLIS,47.078872,9.064831
LSZX,SCHÄNIS "R",47.17154725,9.03951725
LSPK,HASENSTRICK,47.28,8.881944
LSZT,LOMMIS,47.524437,9.003056
LSZV,SITTERDORF,47.508888,9.262777
LSPA,AMLIKON,47.57416667,9.0475
LSZE,BAD RAGAZ,47.014999,9.481944
LSZR,ST. GALLEN,47.485,9.56194444
EPOJN,CHOJNA,52.93916667,14.42166667
EPKUN,KUNICE,52.27111667,14.66195
EPDEB,DEBNO-DARGOMYSL,52.72,14.62916667
EPSD,SZCZECIN DĄBIE,53.39083889,14.63223889
EPMAR,MARIANKA,51.75805,14.73971667
EPRZE,KRZESZYCE,52.59971667,14.99528333
EPKLU,KLUCZEWO,53.28055,14.96611667
EPSC,SZCZECIN/GOLENIÓW,53.58472222,14.90222222
EPGOZ,GOZDNICA,51.46055,15.10583333
EPMY,MYŚLIBÓRZ-GIŻYN,52.94,15.03
EPGRA,GRABOWIEC,51.90138333,15.27028333
EPGU,ULIM,52.69333333,15.21611667
EPROZ,ROZANKI,52.77221667,15.30721667
EPMAK,MAKOWICE,53.76055,15.29028333
EPZP,PRZYLEP K/ZIELONEJ GÓRY,51.97888333,15.46388333
EPMOS,MOSTKI,52.27111667,15.37221667
EPMIE,MIĘDZYRZECZ 2,52.41916667,15.58055
EPLIP,LIPKI WIELKIE,52.71583333,15.51083333
EPJG,JELENIA GÓRA,50.89883333,15.7855
EPJS,JEŻÓW SUDECKI K/JELENIEJ GÓRY,50.94417222,15.76694444
EPZG,ZIELONA GÓRA/BABIMOST,52.13861111,15.79861111
EPDR,DRAWSKO POMORSKIE,53.4775,15.73111667
EPLOB,LOBEZ,53.60888333,15.68888333
EPSN,ŚWIDWIN,53.79055,15.82638333
EPKG,BAGICZ,54.20028333,15.68416667
EPDAB,DABROWNO,51.87916667,15.91971667
EPKAM,KAMIONNA,52.55305,15.94638333
ZOUFF,ZOUFFTGEN,49.44916667,6.12555
LF6724,WISSEMBOURG,48.9925,7.97583333
VITTE,VITTEL,48.23111667,5.85028333
LF1022,VILLE SUR ARCE,48.08816911,4.43593742
LF5422,VILLERUPT MICHEVILLE,49.484787,5.91830397
LF6822,VIEUX-FERRETTE,47.51555,7.30666667
1054,VIAPRES LE PETIT,48.5728,4.0356
LF2132,SOUHIL,47.92246667,4.76865556
LF6852,SOPPE,47.72528333,7.09638333
LF5252,LES AILES DU DER,48.43585556,4.85198889
LF5710,BAMBI AIR CLUB,49.11453628,6.60566233
LF5122,SERVON MELZICOURT,49.205,4.83087778
LF3957,SERMANGE,47.18808333,5.6475
LF7023,SAULNOT,47.56805,6.64472222
LF6723,SALMBACH,48.96806111,8.07083333
LF2151,SAINT JEAN DE LOSNE,47.07364444,5.26615556
EBBR,BRUSSELS,50.90138889,4.48444444
EBAW,ANTWERPEN,51.18944444,4.46027778
EBCI,CHARLEROI / BRUSSELS SOUTH,50.46,4.45277778
EBLG,LIEGE,50.63638889,5.44277778
ELLX,LUXEMBOURG,49.62333333,6.20444444
EBBT,BRASSCHAAT,51.34083333,4.50416667
EBKH,BALEN / KEIHEUVEL,51.18083333,5.22083333
EBCF,CERFONTAINE,50.153,4.387
EBZW,GENK/ZWARTBERG,51.01527778,5.526
EBGB,GRIMBERGEN,50.94861111,4.39194444
EBZH,HASSELT,50.97,5.375
EBHN,HOEVENEN,51.30527778,4.39055556
EBNM,NAMUR,50.48805556,4.76888889
ELNT,NOERTRANGE,49.98111111,5.91777778
EBSH,SAINT-HUBERT,50.03583333,5.40416667
EBST,SINT-TRUIDEN,50.79194444,5.20166667
EBSP,SPA / LA SAUVENIÈRE,50.4825,5.91027778
EBSOVET,SOVET,50.28666667,5.04027778
EBTX,VERVIERS / THEUX,50.5525,5.855
ELUS,USELDANGE,49.76777778,5.9675
EBML,ASSESSE,50.375,4.92638889
EBBN,BÜLLINGEN,50.415,6.27638889
EBMG,DOISCHE,50.10416667,4.63611111
EBLN,EGHEZÉE,50.57944444,4.79166667
EBBY,GENAPPE,50.56861111,4.43444444
EBAV,HANNUT,50.70555556,5.06638889
EBBZ,PONT-À-CELLES,50.5425,4.3825
EBOR,VRESSE-SUR-SEMOIS,49.90638889,4.93416667
EBBE,BEAUVECHAIN (MIL),50.758,4.767
EBBX,BERTRIX (MIL),49.89166667,5.22388889
EBDT,DIEST (MIL),50.99916667,5.06555556
EBFS,FLORENNES (MIL),50.24333333,4.64583333
EBTN,GOETSENHOVEN,50.78166667,4.95777778
EBBL,KLEINE-BROGEL (MIL),51.16833333,5.47
EBLE,LEOPOLDSBURG,51.12,5.30722222
EBSU,SAINT-HUBERT (MIL),50.034,5.44
EBWE,WEELDE (MIL),51.39471053,4.9592185
EBZR,ZOERSEL / OOSTMALLE,51.26472222,4.75333333
EBSL,ZUTENDAAL,50.9475,5.59055556
EBCS,CHIMAY / SAINT-REMY,50.058,4.282
EBAR,ARLON,49.66194444,5.88611111
EBEH,HYDROBASE DE LEAU DHEURE,50.18361111,4.36972222
EBSB,RAMILLIES,50.63861111,4.89111111
EBSM,VERREBROEK,51.26833333,4.17527778
EHAM,SCHIPHOL,52.30805556,4.76416667
EHAL,AMELAND,53.45361111,5.67694444
EHBD,BUDEL,51.25444444,5.60083333
EHBK,MAASTRICHT AACHEN,50.91027778,5.76861111
EHDR,DRACHTEN,53.11805556,6.12916667
EHEH,EINDHOVEN,51.4525,5.37722222
EHKD,DE KOOY,52.92361111,4.78055556
EHHV,HILVERSUM,52.19080556,5.14830556
EHLE,LELYSTAD,52.45333333,5.51388889
EHGG,GRONINGEN/EELDE,53.125,6.58333333
EHHO,HOOGEVEEN,52.73083333,6.51611111
EHRD,ROTTERDAM,51.95739364,4.44172906
EHSE,BREDA/SEPPE,51.55472222,4.5525
EHTE,TEUGE,52.24277778,6.05027778
EHTL,TERLET,52.05722222,5.92444444
EHTW,ENSCHEDE/TWENTE,52.27583333,6.88916667
EHTX,TEXEL,53.11527778,4.83361111
EHST,STADSKANAAL,52.99861111,7.02277778
EHOW,OOSTWOLD,53.20861111,7.03277778
EHDL,DEELEN,52.06694444,5.87555556
EHGR,GILZE RIJEN,51.56737778,4.93183611
EHLW,LEEUWARDEN,53.22527222,5.75253333
EHVK,VOLKEL,51.65720833,5.707825
EHWO,WOENSDRECHT,51.449,4.34214167
EHSB,SOESTERBERG,52.13388889,5.26417222
EHSIN,SCHINVELD,50.98111667,6.00083333
EHDP,DE PEEL,51.5173,5.8557
EHVEN,VENLO,51.36333333,6.21666667
EHMID,MIDDENMEER,52.815,5.02111667
EHBID,BIDDINGHUIZEN,52.42916667,5.67416667
EHCAS,CASTRICUM,52.53666667,4.62388333
EHDEV,DE VOORST,52.68474197,5.91146231
EHLAN,LANGEVELD,52.29889444,4.51388333
EHLEM,LEMELERVELD,52.46805,6.33278333
EHMAL,MALDEN,51.7853,5.881
EHNIS,NISTELRODE,51.68305,5.55
EHVEE,VEENDAM,53.08445,6.82361667
EHNOO,NOORDKOP,52.89527778,5.005
EHGROO,GROOTEGAST,53.19166667,6.285
EHSLOO,SLOOTDORP,52.83527778,4.95027778
EKRN,BORNHOLM/RØNNE,55.06326667,14.75955833
EKSB,SØNDERBORG,54.96436667,9.79173056
EKPB,KRUSÅ-PADBORG,54.8703,9.279
EKMB,LOLLAND FALSTER MARIBO,54.6993,11.4401
EKST,SYDFYN/TASINGE,55.01666667,10.5633
EKTD,TØNDER,54.9297,8.8406
EKAE,AERO,54.8528,10.4564
EKFM,FEMØ,54.98596192,11.53309442
EKMN,KOSTER VIG,54.96555556,12.19638889
EKNB,NORDBORG,55.075,9.75388889
EKORU,ORUPGAARD,54.76888333,11.94888333
EKVO,VEJRØ,55.02583333,11.34861111
EKROD,RØDEKRO,55.07861111,9.30138889
EKMAR,MARTHASMINDE,54.91138889,11.10138889
EKFRI,FRISENVAENGE,55.11111667,10.36221667
EKKETT,KETTINGSKOV,54.95444444,9.99555556
EKVES,VESTER ABY,55.09166667,10.36777778
EKBJOR,BJORNO,55.06777778,10.24305556
ETNG,GEILENKIRCHEN,50.96083333,6.04194444
EDHAP,HEINSBERG-APHOVEN,51.05055556,6.05416667
ETUR,BRÜGGEN,51.2,6.12944444
EDLV,NIEDERRHEIN,51.60241389,6.14217222
EDLG,GOCH-ASPERDEN,51.691002,6.103913
EDKA,AACHEN-MERZBRÜCK,50.823056,6.18638878
EDSTO,STOLBERG-DIEPENLINCHEN,50.77055,6.28195
EDEMM,EMMERICH,51.82194444,6.27436111
EDERN,ERNZEN,49.82944444,6.43666667
EDUTS,UTSCHEID,49.99888889,6.34305556
EDDUE,DÜREN HÜRTGENWALD,50.69361667,6.41833333
EDLINN,LINNICH,50.96311111,6.33775
EDWAN,WANLO,51.10111111,6.39389444
EDERK,ERKELENZ,51.06444444,6.35916667
EDLF,GREFRATH-NIERSHORST,51.334,6.359333
EDKER,KERKEN,51.43888333,6.44555
EDKON,KONZ-KÖNEN,49.67611667,6.54305
EDRB,BITBURG,49.94866633,6.57277778
EDKV,DAHLEMER BINZ,50.405888,6.528083
ETNN,NÖRVENICH,50.83111111,6.65805556
EDVET,VETTWEISS,50.7475,6.56695
EDMOR,MORSCHENICH,50.87321853,6.55246592
EDBRG,BERGHEIM,50.97666667,6.60833333
EDGUS,GUSTORFER HÖHE,51.07695,6.54778333
EDLN,MÖNCHENGLADBACH,51.23035556,6.50449444
EDLK,KREFELD-EGELSBERG,51.386166,6.585166
EDLX,WESEL-RÖMERWARDT,51.66283,6.595666
EDLC,KAMP-LINTFORT,51.529,6.536167
EDRJ,SAARLOUIS-DÜREN,49.312496,6.674
EDDIL,DILLINGEN,49.38583333,6.74861111
EDRT,TRIER-FÖHREN,49.86388889,6.7875
ETAD,SPANGDAHLEM,49.97666667,6.69888889
EDHIN,HINTERWEILER,50.24638333,6.75611667
EDRV,WERSHOFEN/EIFEL,50.451832,6.786
EDDL,DÜSSELDORF,51.280925,6.75731111
EDLY,BORKEN-HOXFELD,51.853325,6.814833
EDWR,BORKUM,53.5955,6.709167
EDKEL,KELL,49.62138889,6.83972222
EDRD,NEUMAGEN-DHRON,49.842663,6.916167
EDDAU,DAUN-SENHELD,50.17583333,6.8575
EDWET,WEILERSWIST,50.71916667,6.84971667
EDLGF,LANGENFELD-WIESCHEID,51.14055556,6.98527778
EDMEI,MEIERSBERG,51.29888333,6.9575
EDAAP,WOLFSAAP,51.265,6.8525
EDLE,ESSEN/MÜLHEIM,51.40233333,6.93733333
EDLD,DINSLAKEN SCHW.-HEIDE,51.616129,6.86138933
EDDOR,DORSTEN,51.66166667,6.98555
EDLS,STADTLOHN-VREDEN,51.995844,6.840667
EDDR,SAARBRÜCKEN,49.21455278,7.10950833
EDRC,MARPINGEN,49.45305556,7.03916667
EDSCH,SCHWARZENBACH-BOSTALSEE,49.59222778,7.03193889
EDRM,TRABEN-TRARBACH,49.967701,7.111467
ETSB,BÜCHEL,50.174002,7.063247
EDRA,BAD NEUENAHR-AHRWEILER,50.558498,7.136667
EDKB,BONN-HANGELAR,50.768883,7.163889
EDDK,KÖLN/BONN,50.86591667,7.14274444
EDKL,LEVERKUSEN,51.01666667,7.006944
EDLM,MARL-LOEMÜHLE,51.6475,7.16444444
EDDHA,DANKERN-HAREN,52.80222222,7.15944444
EDWJ,JUIST,53.681111,7.056389
EDKUS,KUSEL,49.47775,7.30947222
EDRX,BEXBACH,49.33888889,7.25055556
ETEK,BAUMHOLDER,49.65166667,7.30722222
EDRH,HOPPSTÄDTEN-WEIERSBACH,49.611385,7.185
EDFH,FRANKFURT-HAHN,49.94589444,7.26111389
EDNAU,NAUNHEIM/MAIFELD,50.25805,7.33222778
EDRE,MENDIG,50.365491,7.312291
EDMSH,MÖNCHSHEIDE,50.50805556,7.25555556
EDLB,BORKENBERGE,51.778656,7.285333
EDMET,METELEN,52.15871389,7.24017778
EDWN,NORDHORN-LINGEN,52.4575,7.18277778
ETWM,MEPPEN,52.72333333,7.32638333
EDAEH,ALTE EMS/HERBRUM,53.03083333,7.30555
EDWE,EMDEN,53.39138889,7.22722222
EDWS,NORDEN-NORDDEICH,53.633,7.19027778
EDWY,NORDERNEY,53.706822,7.230247
EDRZ,ZWEIBRÜCKEN,49.209525,7.40064722
EDRP,PIRMASENS,49.264431,7.48851728
EDRG,IDAR-OBERSTEIN,49.732777,7.338056
EDRN,NANNHAUSEN,49.969994,7.479167
EDBEL,BELL-HUNDHEIM,50.02721667,7.42195
EDEUD,EUDENBACH,50.67166667,7.365
EDLIN,LINDLAR,50.99555556,7.37305556
EDKN,WIPPERFÜRTH-NEYE,51.123661,7.374166
EDRAD,RADEVORMWALD,51.21860556,7.38333889
EDHAG,HAGEN,51.3075,7.42695
EDWAL,WALTROP,51.64083333,7.42555556
EDBHT,BORGHORST,52.15083333,7.45278333
EDXE,RHEINE-ESCHENDORF,52.275829,7.491333
ETHE,RHEINE,52.291167,7.387017
EDWF,LEER-PAPENBURG,53.271592,7.442344
EDWL,LANGEOOG,53.742771,7.49777467
EDWZ,BALTRUM,53.72472222,7.37333333
EDMUL,MÜLLHEIM,47.82278333,7.64083333
EDTG,BREMGARTEN,47.90416667,7.61888889
ETAR,RAMSTEIN,49.43444444,7.60055556
EDESS,ESSWEILER,49.56166667,7.58
EDRS,BAD SOBERNHEIM,49.791442,7.665626
EDKIR,KIRN,49.77444444,7.52
EDRK,KOBLENZ,50.3255,7.528667
EDRW,DIERDORF-WIENAU,50.567497,7.654722
EDKZ,MEINERZHAGEN,51.099445,7.601944
EDRHE,RHEINERMARK,51.42944444,7.64417222
EDHEN,HENGSEN,51.47333333,7.64138889
EDLW,DORTMUND,51.51831389,7.61224167
EDLUE,LÜNEN,51.61695,7.50056111
EDSGS,STEINBERG SURWOLD,52.95638889,7.55694444
EDBRO,BROCKZETEL,53.48138333,7.65111111
EDTR,HERTEN-RHEINFELDEN,47.56027778,7.74861111
EDTF,FREIBURG I.BR.,48.022653,7.832583
EDTL,LAHR,48.36925,7.82772222
EDBUN,BUNDENTHAL RUMBACH,49.09333333,7.79388333
EDRQ,IMSWEILER,49.60639444,7.79361667
EDROG,ROSSBERG,49.64221667,7.68333333
EDMTR,MONTABAUR,50.42388889,7.83
EDKI,BETZDORF-KIRCHEN,50.818329,7.8325
EDKF,BERGNEUSTADT,51.05181886,7.70696544
EDKD,ALTENA-HEGENSCHEID,51.3125,7.70416667
EDKP,PLETTENBERG-HÜINGHAUSEN,51.192108,7.789454
EDKW,WERDOHL-KÜNTROP,51.298332,7.817778
EDISE,ISERLOHN SÜMMERN,51.43638333,7.69971667
EDHEE,KAMEN HEEREN,51.59028333,7.71028333
EDLH,HAMM-LIPPEWIESEN,51.69044114,7.81843089
EDXDRE,DRENSTEINFURT,51.7675,7.7481
EDLT,MÜNSTER/TELGTE,51.944667,7.773
EDDG,MÜNSTER/OSNABRÜCK,52.13464167,7.68483056
EDXL,BARSSEL,53.16416667,7.79416667
ETNT,WITTMUNDHAFEN,53.547917,7.6674
EDXP,HARLE,53.70694,7.821389
EDSF,HÜTTEN HOTZENWALD,47.63398056,7.93726111
EDKZN,KIRCHZARTEN,47.95083333,7.95583333
EDSW,ALTDORF-WALLBURG,48.269829,7.84272156
EDTO,OFFENBURG,48.44805556,7.92361111
EDOHL,OHLSBACH,48.43346389,7.97162139
EDSK,KEHL-SUNDHEIM,48.561,7.843333
EDRO,SCHWEIGHOFEN,49.031662,7.99
EDEL,LANGENLONSHEIM,49.90805556,7.90777778
EDRUD,EIBINGER-FORSTWIESEN,50.01666667,7.89722222
EDSIN,SINGHOFEN,50.27111111,7.85472222
EDNAS,NASTÄTTEN,50.19833333,7.88833333
EDLFS,LAUFENSELDEN,50.22166667,7.99861667
EDGA,AILERTCHEN,50.593159,7.945
EDKH,HÜNSBORN,50.929,7.899167
EDKU,ATTENDORN-FINNENTROP,51.146385,7.936666
EDLA,ARNSBERG MENDEN,51.48367308,7.89797975
EDMEN,MENDEN BARGE,51.45971667,7.83611667
EDEVE,EVERSWINKEL,51.88445,7.83805
EDWO,OSNABRÜCK-ATTERHEIDE,52.286536,7.969936
EDXA,ACHMER,52.378887,7.914444
EDQAK,QUAKENBRÜCK,52.66500556,7.92195
EDWX,WESTERSTEDE-FELDE,53.288889,7.931111
EDBZA,BAD ZWISCHENAHN,53.21028333,7.98861667
EDBBF,BOHLENBERGER FELD,53.41833333,7.90416667
ETNJ,JEVER CLSD,53.53355,7.888717
EDWG,WANGEROOGE,53.7825,7.91916711
EDXH,HELGOLAND,54.185278,7.91472189
EDSB,KARLSRUHE/BADEN-BADEN,48.77935278,8.0805
EDLAN,LANDAU,49.17666667,8.13555556
EDGRU,GRÜNSTADT-QUIRNHEIMER BERG,49.585,8.14
EDFZ,MAINZ/FINTHEN,49.968931,8.148336
EDMAA,MICHELBACH AM ASP,50.23222222,8.08083333
EDFY,ELZ,50.428047,8.011945
EDBMA,BAD MARIENBERG,50.66222222,8.02833333
EDGS,SIEGERLAND,50.70765833,8.08296944
EDSIE,SIEGEN-EISERNHARDT,50.83666667,8.01333333
EDOEV,OEVENTROP,51.39583333,8.1475
EDLQ,BEELEN,51.93166667,8.08138889
EDWU,VARRELBUSCH,52.906826,8.040667
EDWP,WIEFELSTEDE,53.32416667,8.07166667
EDWI,WILHELMSHAVEN,53.50194444,8.05222222
EDTB,BADEN-OOS,48.791279,8.187139
EDRAS,RASTATT-BALDENAU,48.87444444,8.21333333
EDRL,LACHEN-SPEYERDORF,49.330826,8.205277
EDRF,BAD DÜRKHEIM,49.472992,8.196333
EDHAS,HASSLOCH,49.355,8.28695
ETOU,WIESBADEN,50.04979181,8.32543656
EDDAB,DAUBORN,50.32166111,8.19416667
EDGB,BREITSCHEID,50.68054711,8.17361133
EDHOB,HÖRBACH,50.66861111,8.26027778
EDKR,SCHMALLENBERG,51.161491,8.260667
EDGQ,SCHAMEDER,51.000278,8.308889
EDKM,MESCHEDE-SCHÜREN,51.30277778,8.23944444
EDLZ,SOEST/BAD SASSENDORF,51.578049,8.214723
EDLU,OELDE-BERGELER,51.83208333,8.17953333
